review,sentiment
"this movie was rather awful Vipul Shah's last movie was good this one was just bad although it's a good story and is handled in a great way Aatish Kapadia who adapted this movie from another gujarati play ""Avjo Wahala Fari Malishu"" made a good but slow pianful 2 and a half hours to watch there are a lot of flaws in this movie but it's still a entertainer songs are rather bleaked out and don't work well but they're still good overall not a movie you would enthusiastically watch it's still a story to take in to account and it's good if you're the relationship type pretty good movie with loads of flaws and humor that's really not needed even one bit",pos
To make a good movie you either need excellent actors or an excellent director. You need at least one of the two. In this Eye of the Needle we have none.<br /><br />I don't even remember the name of the director. He mustn't have done much in his career. I like very much Donald Sutherland but he absolutely cannot be the main actor in a movie. He falls short. Sutherland is excellent in a movie when he appears for not more than 15 minutes. I would say for instance that Sutherland was excellent in JFK of Oliver Stone when he talked to Kevin Costner on the bench of a park for 10 minutes non-stop without even taking a breath. Wonderful. But Sutherland being the principal actor in a movie is no good.<br /><br />Kate Nelligan? She is probably good for TV series. The DVD is awful. Terrible colors. Terrible light. I couldn't even appreciate the scenery of Storm Island for how lousy the photography was.<br /><br />This Ken Follett story was good but it's a pity they turned it into an uninteresting movie.,neg
"Becky Harris plays the female shopper whose misfortune it is to be in the store at the wrong time and obviously ONLY purpose to be in this film is to supply a reason to wear out remote controls! Miss Harris seems to me to be in her fifties or older when she first comes on the scene. Once the red haired thug is done with her it becomes apparent that this is no AARP queen. If these are not some of the finest assets ever displayed on celluloid, I want someone to clue me in. Absolutely breathtaking in my opinion and I literally wore out my VHS copy capturing her charms. I would like to know if this movie is available on DVD.<br /><br />The rest of this movie really is not worthy of mention. I was hoping to see something fairly convincing and intelligent, however I was disappointed on both counts. God Bless Becky Harris!",neg
"After I watched this movie, I came to IMDb and read some of the reviews, which compared it to Lost In Translation LITE. When I read that I immediately could see the reviewers point.<br /><br />This movie was a poor attempt at a similar theme. Interestingly, the format of the movie is nearly identical, but the PACING is incredibly different. ""10 Items"" rushes the viewer through the 1-day time line of the movie, whereas the better-planned ""Lost In..."" seems to stretch out over a few long days.<br /><br />I'm sure some people will see this because it has Morgan Freeman, and will be disappointed. It seems his better roles now-a-days are supporting roles in big blockbusters, rather than leading roles in sub-$10mil limited release movies and indie films.",neg
"Mild Spoilers<br /><br />In the near future, Arnold stars as Ben Richards, a wrongly convicted man coerced into playing 'The Running Man', a deadly TV game show where people have to keep moving to try and escape brutal deaths at the hands of the 'Stalkers'. Of course, people are expected to die eventually and its up to Arnold to prove the system wrong.<br /><br />I haven't read the Stephen King book, but this is a great film regardless, one of Arnold's best. He does what he does best in the action man role, delivering death with unforgettable one-liners. Classics are probably the 'He was a real pain in the neck' after strangling a guy with barb wire, and 'He had to split!', referring to whereabouts he just chain sawed someone vertically. Dawson is perfectly irritating as the TV presenter, and all the 'Stalkers' are suitably camp. The action is violent, but its an action film. That's the point. The film is fast paced, and at 90 minutes it doesn't overstay its welcome. <br /><br />With Starsky and Hutch's Paul Michael Glaser at the helm, and made in the wake of the success of The Terminator, previously this film was probably seen as just another mindless action vehicle for Arnold, and very far fetched. But today, anyone who watches a lot of TV could see how the film is getting closer to reality. I wouldn't be surprised if I turn on the TV in the 'near future' and see a show not to far from this.<br /><br />On that depressing note, I must however recommend 'The Running Man' to anyone who likes the 80s, Arnold, ridiculous acts or violence or just a good action film. 9. 5 / 10",pos
"A lot of the comments people have made strike me as (sorry) missing the point. Kasdan wants to present life, simply, ordinary life. The conventionally structured story, where characters have insights that change their lives, and then fade out, music up, and the film is over, is absorbed into this much larger canvas. Several characters in this movie have just such illuminations, and then they move on. Sometimes they can hold onto their insights, sometimes they can't, and that's the way life really is. In other words, Kasdan jettisons conventional dramatic structure in favor of an exploration of the the ongoingness of life  there is no happy ending, only an eventual ending; and everything before that is still in process, still always up for grabs  and, if you absolutely insist on a theme, an exploration of the role of the miraculous in our lives. What is a miracle? Well, life itself, for a start. Then add in all the random incidents and cross-connections that make up a life, or several interconnected lives, and you have miracles by the bucketful. Kasdan underscores this theme lightly, rather than insisting on it, and bolsters it in various ways, most memorably by the device, right in the center of the film, of having Mac and his wife, lying in bed, each dreaming their own dreams, but as well showing, later on in the film, how those dreams have the power, within the film, to shape reality. This is not a film with an easy or obvious message. You just have to let it play out in front of you, and then let it sit in your mind for a few days, a month, a few years, and see what it has wrought there. This is, without a doubt, Kasdan's best film, his most mature, his most humane. A major meditation on life from one of our most gifted writers and directors. The tragedy is, of course, that he has not been allowed to work for a number of years now, mostly due to studio constraints around ""Dreamcatcher."" Hopefully we haven't heard the last from Larry Kasdan. A great film from a great artist. Keep in mind that art does not have to rationalize itself completely in order to succeed.",pos
"This movie is a bad memory from my childhood. This is one of those movies that they show kids on a rainy day at school when you can't go out for recess, and you'd rather be watching anything, ANYTHING else. At least that's what it was like when I was in elementary school. I just remember HATING this movie. Granted, I haven't seen it in 15 years or so, and they probably don't use it on rainy days anymore but I just want to warn everyone: You'd be better off using this to put your kids to sleep than entertaining them. Trust me, pick anything else. Even though the topic is kind of controversial, the plot is so tame and slow that I can't remember anything about it except that I disliked it so strongly that here, 15 years later, I felt the need to warn all of you against it.",neg
"I think it took a lot of guts for her to come forward like that. It is unfortunate that when a celebrity suffers that is what helps people most. But, in her case, what she did was remarkable. I have been in the mental health field for five years and I think it is great that mental illness is not a terrible word anymore and I believe she helped. I always thought she was great and always will. I am glad that she wrote this book and that the movie was made. She is a remarkable lady and I hope she continues to act. She has been through a lot and has faced it. I would really love to see her work more with children, especially child actors. Her ordeal should not have happened and I think she would be wonderful as a mentor to young people. The movie was so moving to me that I was very touched. Suffering a TBI which brought the onset of my disorder and having PTSD, it is good to know that someone has the courage enough to display her life as she did. I believe it helped this nation and people in general realize that there are others like them and that there is help. Thank you Ms. Duke, or Anna, which ever you prefer.",pos
"Despite the high ratings given to this film by IMDB users, this is nothing more than your typical girl-with-a-bad-childhood-obsessively-stalks-married-man film. The attractive Justine Priestly's brief nude scenes may attract voyeurs, but the film is hackneyed tripe.<br /><br />* 1/2 out of ****",neg
"I've watched this movie twice now on DVD, and both times it didn't fail to impress me with its unique impartial attitude. It seems more like a depiction of reality than most other Hollywood fare, especially on a topic that is still hotly discussed. Even though it sticks closely with the southern viewpoint, it doesn't fail to question it, and in the end the only sentence passed is that the war is lost, not matter what, and cruelty is a common denominator.<br /><br />What really makes this movie outstanding is the refusal to over-dramatize. Nowadays truly good movies (in a nutshell) are few and far apart, with mainstream fare being enjoyable (if you don't have high expectations), but terribly commercially spirited. I think this movie comes off as a truly good movie (without being a masterpiece), because it sticks to itself, and gives the viewer a chance to watch and analyze it, instead of wanting to bombard him with effect and emotion to blot out his intelligence. This movie is cool, observant, and generally light-handed in its judgement, which is GOOD.<br /><br />The story has its flaws, especially Jewel's Character comes off doubtfully, but then again the situation at the time was so chaotic, that for a young widow it might have been only logical to somehow get back into a normal life, even by liberally taking each next guy. Still she doesn't come off as weak, in fact I think she's one of the stronger characters, she's always in control of the relationships, with the men just tagging. And I take it very gratefully that she's not a weeping widow. I believe in the 19th century death of a loved one was something a lot more normal than now. You could die so easily of even minor illnesses and injuries, so the prospect of of someone dying, while surely causing grief, didn't traumatise people like it does now. People didn't seem to build shrines about their lost ones like they do now, and I like that attitude.<br /><br />My recommendation is for intelligent people to watch this movie, if they are in the mood for something different than the usual hollywood fare. Don't watch if if you want non-stop action or heart-renting emotion.",pos
"I love this movie/short thing. Jason Steele is amazing! My favorite parts are The French Song and in the opening title when the spatula soldier yells "" SPOONS!"" I crack up every time. I would recommend this movie to Knox Klaymation fans, and people who enjoy Jason Steele's other movies. His style of animation is very original. It takes a few views to notice the detailed backgrounds. His humor is also hilarious, and is definitely not something you'd hear before. Like Max the deformed Spatula who has a sound and light system in his head that beams colorful lights and happy music whenever he talks about his miserable life. This is a wonderful animation to watch anytime any where.",pos
"The Sentinel i was hoping would be a good film and boy i was right.A great story first of all from a novel and i thought this was an original story but i guess it wasn't and it was a very smart story. Michael Douglas in this film is very good and Keither Sutherland is too,but however it is very hard to shrug him off his role as Jack Bauer in 24 but eventually you do and he is very different in The Sentinel than he is in 24.also another person trying to shrug off their TV role but failed.Eva Longeria.She wasn't that good in the film and had a back seat in the entire thing.After i saw the film i had constant dreams about The Sentinel and couldn't sleep.Overall Sentinel is a good film and i would recommend it.",pos
"I think this still is the best routine. There are some others, like Rock's ""bring the pain"", and Allen's ""Men are Pigs"" that are hilarious; ""Damon Waynes last stand"" is also funny in a tearful way - but this routine has no errors. All the jokes are funny, and the time limit of 70 minutes is perfect. Just long enough to last 20 years. I just love how he allows the audience to be totally themselves and unrestricted. I'm a fan of the classics and for a guy who watched a lot of of Jim Carrey growing up, watching a more laid back comic is pretty cool. Not putting in a category with Ellen and Newhart, but something you can watch if you're bloated. Thanks Eddie, god bless.",pos
"Man, I loved this movie! This really takes me back to when I was a kid. These were the days when the teachers still showed classroom films on reel-to-real and if you were good, they would rewind the movie slowly so you could watch it play backward. I still remember one of the opening lines....""Tutazema was his name, and he was an Orphan. He lived with his sister so and so in the village."" This is a great movie for kids and as enduring as the red balloon. At the end the other Indian boys in the village attach the feathers to Tutazema and he becomes an eagle himself. He gets to live the way he always wanted to. He gets to soar the heavens.",pos
"Prior to this release, Neil LaBute had this to say about the 1973 original: ""It's surprising how many people say it's their favorite soundtrack. I'm like, come on! You may not like the new one, but if that's your favorite soundtrack, I don't know if I *want* you to like my film."" <br /><br />Neil, a word. You might want to sit down for this too; as Lord Summerisle says, shocks are so much better absorbed with the knees bent. See, Neil, the thing about the original, is that Paul Giovanni's soundtrack is one of the most celebrated things about it. The filmmakers themselves consider it a virtual musical. Along with Richard and Danny Thompson, and Bert Jansch, it practically kick-started the 1970s Folk New Wave. To undermine it is akin to imagining Jaws without John Williams. Or The Buddy Holly Story without Buddy Holly. The result's one of the most breathtakingly arrogant, pointless remake of a British cult classic since Sly Stallone's Get Carter.<br /><br />The original had apparently left Nicolas Cage ""disturbed for about two weeks."" So disturbed, during that fortnight's window, that he pitched the idea of re-imagining one of the most nuanced films about inter-faith struggle ever devised to a writer-director previously known for his wholly unsubtle depictions of male chauvinism. It's like some parlor game: what would you get if Sam Peckinpah took on Bambi? Or Gaspar ""Irreversible"" Noe remade Love, Actually?(Actually, I'd quite like to see that). Unfortunately, someone took this parlor game seriously: All LaBute's succeeded in doing is ripping out the original's guts while saddling it with his own gormless Sex War preoccupations.<br /><br />After failing to rescue a little girl and her mum from a fatal car crash, Cage's highway patrolman spirals into a medicated torpor. Then he receives a letter from ex-fiancée Willow Woodward (this one trades on name-homages for kudos), now living on the private island community of Summersisle  that extra 's' stands for 'superfluous'  and wants Edward to help locate missing daughter Rowan.<br /><br />Summersisle, it transpires, is a female-dominated joint, conceived as a haven for oppressed womenfolk and refugees from the Salem witch trials. Here, the matriarchs observe the Olde ways, and the few males are near-mute breed-mules. It's like Lilith Fair on a grand scale. Summersisle's main export is honey  a symbolic and literal headache for Edward, as he's allergic to bees. ""Beekeepers!"" cries Edward. ""They seem to be everywhere on this island!"" Well, that's probably because Summersisle's main export is honey.<br /><br />While making his investigations, Edward overhears of an oncoming Mayday ritual called ""the time of death and rebirth"". He discovers the previous year's crop failed; nearly dies from bee stings; and eventually comes to the conclusion (a conclusion which admittedly couldn't be more obvious if the locals had tattooed a timetable of events on the back of his hands) that Rowan will be burnt alive in a pagan rite to ensure a bountiful harvest. He also meets the Queen Bee of the hive, Sister Summersisle (Burstyn), who has her own plans for him involving the eponymous Wicker Man: ""The drone must die."" <br /><br />First, the good news: any concerns Cage would be airlifted from the Wicker Man's flaming jaws at the last minute by a fleet of black CIA helicopters can be laid to rest: he toast. That's about it for the good news. ""This is a story whose chapters were carefully written"" intones Burstyn with sublime irony. Though retaining the basic cat-and-mouse premise (and credits typography), what's left subjects the original to a scorched-earth policy.<br /><br />Crucial to Shaffer's original screenplay was that his Christian copper, in accordance with ritual, came to the island of his own free will  and most importantly, was a virgin; the perfect sacrifice. In reducing matters to a sexual, as opposed to a religious power-struggle, LaBute presents the flimsiest of qualifiers for a harvest sacrifice. By the time Cage has worked out he was the bait, you honestly couldn't care less.<br /><br />And Cage is one of the very worst things in this; a lumbering, drawling donkey  an arsewit whose tongue seems just slightly too big for his mouth. ""Goddamit"" he moans after he hallucinates a drowned Rowan, with all the mental torment of a man who's set his morning alarm clock half-an-hour too early. One hopes it's his character's frequent reliance on pills that has reduced him to this state  alternately fatigued, then full of preppy, overbearing vim. If so, it's a fine portrayal of an undistinguished IQ addled with anti-depressants. If notit doesn't bear thinking about. As Willow, the saucer-eyed Beahan is similarly dreadful, presenting her lines as if in competition with Cage for themosthalf-hearteddelivery. While Burstyn entirely lacks the mercurial menace to convince. Who's afraid of Naomi Wolf? <br /><br />Every element that made the original great  the lovingly detailed depictions of folk customs, the ingenious score, the dialogue (Lord Summerisle's majestic ""You did it beautifully!"" has been replaced with the rather less attractive ""You did it excellently!"" Whoah, dude!)  have been substituted for a meandering battle-of-the-sexes thriller with occasional crash-bang wallop. Namely, walloping women; this is a LaBute flick, after all. Cage's Sister Beech bashing is just one of the more embarrassing episodes; impotent little men will be hooting with glee at how them uppity hippie chicks finally got what was comin' to 'em, hyuk hyuk.<br /><br />The closing coda sees the whole rotten mess collapsing under the weight of genre cliché: in a bar, two guys run into a couple of Summersisle maidens on shore leave, flirty-fishing for fresh martyrs. At the moment of their successful pick-up, you half expect the women to turn round and give an exaggerated wink and a thumbs up to the camera.<br /><br />One more thing: keen credit watchers may have noticed that films sporting an unusually high producer count (anything up to 10) tend to be Not Much Cop. The Wicker Man has 18 producers in total.",neg
"***SPOILERS*** With a gathering of family members and servants of the late Christopher Dean, John Carradine, to hear his last will and testament they get somewhat of a surprise in that the Dean fortune, some 140 million dollars. The money is to be divided between them but only after they successfully spend a week at the Dean mansion. There seemed to have been a mix-up in the story when we later find out that it's really an overnight sleepover, not a weeks vacation, at the mansion for the guests to qualify for Dean's money since almost everyone ends up dead by sunrise.<br /><br />The first victim of the Dean Curse have nothing at all to do with getting and money from the departed Christopher Dean estate the local sheriff Dan Garcia, Rodolfo Acosta. Acosta has his head chopped off refrigerated and then served on a platter to a shocked group of guests. Later that evening cute little Chin Greg and Laura's,Jeff Morrow & Marry Anders,little pet pooch is found dead outside floating in the pond.<br /><br />The movie has all the people staying at the Dean Mansion being picked off one by one until it's revealed who the killer really is. We then have what seems to be a double-twist in the story where the original killer is suddenly killed together with two of the last remaining guest. The real killer ends up not only getting all the loot, 140 million dollars, but then ends up not having to split it with his accomplice by doing him, or her, in by giving him a poisonous cookie that kills him on the spot.<br /><br />Nonsensical who done it, and haunted house, movie with a cast of such immoral and unlikable characters that even a mother, much less the audience, would have trouble liking. There's everything you can possibly think of in the move involving the selective guests that includes incest S&M sadism and of course double-dealing and back-stabbing not even counting murder. You just couldn't care less who of the guests survives to collect the Dean fortune at the end of the movie hoping against all hope then none of them do.<br /><br />Even the big surprise at the end isn't really that much of a surprise since the killer's identity is divulged with the film-maker having forgotten to keep his face in the shadows so you actual see who he is even before he reveals himself! We then have a plot-twist that eliminates the killer together with a number of remaining guest just to make the movie a little more confusing then it already is. The final plot-twist, that you can see coming from as far as ten miles away, was just to show how smart the very obvious killer was which fooled almost nobody watching the movie.",neg
"I was around 7 when I saw this movie first. It wasn't so special then,but a few years later I saw it again and that time it made fun,a lot:)<br /><br />I think the best parts of the film are: Yeti's body language and the 'special effects ' also.<br /><br />If you wanna watch this movie ,don't wait for a Hollywood made blockbuster,even this film was made from approx. 1000 dollars :) <br /><br />I've a copy of it.Movie and video version as well(But I don't think it had been ever shown in cinemas)<br /><br />Watch it,enjoy it!!!Yeti for ever!!!",pos
"This is a really dumb movie. It could be fun with the cool looking aliens and the country setting, but it just isn't.<br /><br />Some aliens hear the broadcast of War of the Worlds when a small country radio station plays it on Halloween. They come to Earth to kill humans, but instead of killing, they make people their slaves and act goofy. The front cover of the film shows these aliens riding surfboards in space...not really what they do. These aren't party aliens, they are stupid cartoonish idiots with annoying high pitched modulated voices. The alien with the most tolerable voice also happens to be the Jack Nicholson rip-off alien who always wears his sunglasses. Other than the aliens, the acting is terrible. The writing is obviously meant for children, because every character is written like a kid.<br /><br />This is a dumb movie, that only children will appreciate, maybe.<br /><br />My rating: 1/2 out of ****. 100 mins. PG for mild language.",neg
"This film was released the year I was born and will be, like me, 70 in 2007. I watched it again last night having not seen it since high school. While it was full of 30's sentiment and the acting was a bit stereotyped, nevertheless, it was superb. Pearl S. Buck's story did come alive through the magic of the chemistry of Luise Rainer and Paul Muni. The novel which earned Ms. Buck the Nobel Prize for literature comes alive under the baton of Sydney Franklin which along with an excellent script recounts the story of peasant farmer, Wang Lung, whose father obtains a bride for him, a slave girl from the kitchen of a local landlord. In Buck's story, Wang's success is underwritten by his willingness to listen to his wife, most of the time, and the love of the land. In the end he comes to realize that his wife, like the land, is the source of his wealth, happiness and immortality. Buck's stories always had strong women cast in a critical spot to influence the outcome of events in the pre-feminist world. The German-born Luise Rainer brings a tentative but determined Peasant Chinese woman to life in her portrayal of Olan. Muni likewise captures the naive but honorable Wang, eventually caught between the two worlds of the wealthy and the peasant. Other classic characters include Charlie Grapewin, Dorothy Gale's Kansan Uncle Henry from the Wizard of Oz, Walter Connelly as the mewing, conniving uncle and Keye Luke as Number One Son-- but this time, not Charlie Chan's.<br /><br />A classic might be defined as a movie you can watch time and again and never tire of. If that's indeed the case, this film is a classic, no doubt whatsoever.",pos
"The humor implicit in the complete title proverb derives from the Sunday School dictum that one would be better advised to prepare before you're dead for the Devil's scrutiny, i.e. so the Devil doesn't care when you're dead. There's no percentage in trying to Beat the Devil. The characters apparently didn't pay attention at Sunday School, and find themselves forced into crisis management, having eschewed crisis avoidance. But even a seasoned CEO would have difficulty managing these crises. Throwing dice is far more unpredictable than flipping a coin; when people are involved, the list of possible outcomes becomes even longer than the long list of unforgettable Sidney Lumet films. Until now, Hawke may not have been an unforgettable actor but here perhaps had an eye toward earning billing among other Lumet All Stars like Steiger and Pacino.",pos
"At first I didn't like the movie cause of it being a Nazi swastika drama.But after buying it and seeing it, it wasn't that bad. I heard so many complaints about the numbers being short and Ilse Werner not singing. Now I understand. The radio show was a super propaganda radio program. Ilse , Johanne and Zara plus Rudy Shruki and band like Kurt Widman and his Orchestra and Fud Cantics ex cetera never appeared in the radio show cause the singers and the bands were of the pop jazz and swing categories. The Club Foot had that regulated that for touring occupied areas for the soldiers to short wave radios for the soldiers also night clubs and hotels,in Berlin and Hamburg, and record sales only. This is why Ilse wasn't allowed to sing in this picture. This would be made up by medium budget musical ,Were making music, 1942, in which she would demonstrate her whistling.But this is an excellent example propaganda.Inge and her aunt Eichhorn,played by Ida Wust, goes to the 1936 Olympics. The aunt forgets her tickets so Inge has to wait till her aunt comes back with the tickets. She meets Carle Radditz, who plays Herbert, who has an extra ticket. She goes with him and it's love at first sight. they plan to marry but the Spanish war get in the way so he has to go on an assignment against the right side.Carl Raddatz as so many people complained about him was really handsome and not plain. When he did Opfergang and they put a mustache on him plus his own suntan that made him plain looking.You see the Nazi soldiers acting normal,like a scene in which a ex butcher and his troops are in France and they steal pigs from a farm and they are about to make lunch until their leader suggest to save the pigs. This reflect Adolphs animal rights extremism. The character was a butcher now soldier . This was a subtle put down against meat eating.Late on in world war 11, Herbert is flying in a German airplane. We shoot one of the pilots so Herbert takes over. We shoot his plane. They crash. Unfortunately for us they survive.Another seen the Nazis soldiers go in a bomb Catholic church ,now it's putting the catholics down, and Hubert's best friend Helmet,played by Joachim Brennecke starts to play the organ, Beethtoven, .More bombs come in from us. The church is bomb more the soldier continues to stay and play the organ he's being told to leave. We end up injuring him. Propaganda message? The catholic church organ cause him to become addicted to it.It injured him. See? By this time Inge is with her either mother or grandma, played Hedwig Bleibteu, the same German Grandame actress who played Maria Holst's Aunt in Weiner Blut.Well ,later it comes to the short view of the radio show. This was not intended to be a musical revue, such as Kora Terry released that same year were as well As Rosen in Tirol, The music as well as their side of the war was so supposed to be only the back drop. It was mainly a war romantic movie.It's easy to take a pot shot at those soldier in the movie but in real life many of those soldiers were being forced to fight the Nazi cause, cause of the job and the monthly pay that they would receive. After the war many of them who survive would regret it. This is a good swastika classic. The only problem is that today you have Neo Nazi and Nazi skin heads, who watched the same movies to reflect their Hitler worship and their. They have disturbing websites who exploit these film classics to raise money for their insanity . Be careful most of the time it's the direct hate only classics. If their scenario looks like they are glorifying it ,then its a Nazi website skip it .Go to IHF or German wartime films dot com, Amazon dot Dee or German video dot net. They are legitimate. 01/23/10 Mada a mistake it wasn't Herbert's friend that got killed at the church . It was Malte Yager's character's friend Schartzscop.",pos
"A very bad attempt at a young spinal tap. At least the music in spinal tap was good.<br /><br />This is really a very sad case of Hollywood nepotism at it's worst. A bunch of Hollywood execs, bad musicians and producers create some ""poopie"" show so their kids can be in the spotlight. Oh please!!! The potty humor was even bad. I hate this stuff when there is really incredibly talented kids (musicians, actors and artists) out there busting their butts to have success and this crap comes along.<br /><br />Help u all!!!! Why wasn't Gene Simmons in it??? Ameriac's taste in entertainment is going down the toilet.",neg
"Every time this film is on the BBC somebody in the Radio Times says how it is a satire against the post war world of rationing and the welfare state. I do not think this is the point of the film at all. The film parodies the spivs(small time criminals who ran the blackmarket) and the housewives league who campaigned against government restrictions but were really a Tory front organisation.<br /><br />Yes of course the film sends up the political/social situation but in the end the people realise that they need all the controls to ensure a fair society,they want to be British and muddle through rather than foreign.<br /><br />But I don't think they go back to being exactly like they were before.",pos
"For those deciding whether or not to watch this movie and are reading these comments for insight, I first offer these four words: Don't waste your time! ""Chungking Express"" was shoddily filmed, slapped together quickly and seems as though it were conceived in its entirety by someone standing in line at a Hong Kong Burger King. I can't remember ever watching a film with an assortment of such one-dimensional characters trying to work their way through a script this mundane! It's an absurd effort with philosophically ridiculous dialog (a man wanders into his flooded apartment and offers the stunning revelation that ""tears can be dried with a tissue, but water takes time to mop up""). The same character is also seen carrying on a deep, meaningful rapport with his towels, soap, stuffed animals, dirty laundry, etc. The shaky, wandering, hand-held camera-work was another annoying feature I could have done without. And if that isn't enough to make you puke in your popcorn, we hear the old 60's ode ""California Dreaming"" by the Mamas and Papas blaring over the soundtrack over and over again during a particularly lengthy sequence.<br /><br />Quentin Tarantino was responsible for bringing this loser to America through his Rolling Thunder Productions company, though I cannot for the life of me figure out why a man with his talent would bother. He was known to have remarked, ""I'm happy to love a movie this much."" A lot of us, though, hope he will concentrate on making his audiences happy with more worthwhile discoveries in the future.",neg
"I hate to even waste the time it takes to write 10 lines on this atrocity. Hyung-Rae Shim is lucky that bad film-making isn't a capital crime or he'd be put to death twice for writing and directing this disaster. I'm amazed that this film had a $75m budget, but actually glad in the sense that it was such a tremendous flop, that Shim will hopefully, never get to make another movie the rest of the life and, therefore, not waste any more of filmgoers time. I would think the actors would have gotten together and lynched him by now.<br /><br />With the effects resources available to them, a great film could have been made with this budget. As usual, the failure should have been spotted at the very beginning with the terrible script and story. ""Transformers"" was another visual feast with a weak script, but this makes it look like ""Citizen Kane"".",neg
"this movie is so complex that it can be given any description and still roll with it. you have a insecure, troubled and fascinating main character (played by Jean-Pierre Léaud) who is trapped between two (no, three) women. we listen to his social, philosophical and moral idiosyncrasies in interminable monologues, we see him working his magic around the three women that he loves. this could be the premise for a fowl movie, full of rigid, cold, uninteresting commentaries. yet director Jean Eustache manages to keep it fresh, ironic and witty. being such a long movie, one cannot but burst into laughing when, after 2 hours of speaking politely, Jean-Pierre Léaud all of a sudden screams on the phone while he remembers a cheesy line from a movie. this kind of situations are purely cinematographic and cannot be fully restored in a commentary. nor can someone restore the tragic and painfully beautiful monologue of Françoise Lebrun towards the end of the movie. 3 and 1/2 hours and worthing every minute.",pos
"This is the kind of movie that leaves you with one impression.. Story writing IS what movie making is about. <br /><br />Incredible visual effects.. Very good acting, especially from Shue. Everything is perfect.. Except.. The story is just poor and so, everything fails.<br /><br />Picture this, if you had the power to be invisible.. What would you do? Well, our mad scientist here (played by Kevin Bacon) could think of no other thing to do but fondle and rape women.. This is all his supposedly ""genius"" mind could think of. Does he try to gain extra power? No. He doesn't even bother research a way to get back to being visible. The guy is basically a sex crazed maniac.<br /><br />Add to that, the lab atmosphere, you have all these young guys.. Throwing around jokes like they were in a bar.. If it wasn't for all the white coats and equipment, you would think this is a bad imitation of ""Cheers."" Very shallow and poor personalities and very little care is put into making you think these guys are anything but lambs for the Hollow Man's wolf.<br /><br />Even as a thriller, the movie falls way short because most of the ""thrilling"" scenes are written out so poorly and are full of illogical behaviors by the actors that are just screaming ""this is just a stupid thing I have to do so that the Hollow man can find me alone and kill me.""<br /><br />If you read the actual book, while the Scientist (Cane) goes after women, there is a lot of mental manipulation and disturbing thought that goes into his character. In the movie, Cane is just the sick guy who goes to a crowded marketplace to rub his body in women and get off on it. Just sad.",neg
"Many people like to point to this TV movie when arguing with the vast legions of Hanks-philes out there that Tom did in fact make crappy films (I think ""Bachelor Party"" was great, but that's another story). The movie focuses on a ""Dungeons and Dragons-style game"" that eventually drives our young Gump to hallucinatory madness. The story is charmingly early 1980s, focusing as it does on the imminent threat to our youth posed by those evil role-playing games.<br /><br />I, however, prefer to view ""Mazes and Monsters"" as the turning point in the ""Whatever Happened to Chris Makepeace?"" story. we all remember him as 'Rudy the Rabbit' in ""Meatballs"" and as the hapless Clifford in ""My Bodyguard"", where he gave us all a vicarious thrill by beating the crap out of Matt Dillon. Few could argue (especially those of us who read ""Dynamite!"" on a regular basis) that great things were in store for him.<br /><br />And then came Rona Jaffe. The line between bad acting and bad writing is razor thin, so I leave it to you to decide whose fault Makepeace's performance in this is. All I know is that the last major release I saw him in was ""Vamp"", and that was 1986. He had a small role as Sean Penn's brother in ""Falcon and the Snowman"", but by that time the Brat Pack torch had been passed to others with straighter hair and flashier resumes.<br /><br />I can't in good conscience recommend this movie. Watch it if only to see a younger, more idealistic Chris Makepeace, before Rona Jaffe feasted on his soul.",neg
"I love bad movies. Not only, because they often are as entertaining as 'really' 'good' films (like Pirates of the Caribbean series and other Hollywood pathos), but they often are far better than those films. And that's the reason why I love Italian rip off cinema of 1970s and 1980s. And that's the reason why I especially love this movie, The Barbarians & the Company.<br /><br />Director Ruggero Deodato has made some actually very good movies, like House on the Edge of the Park, and also his Atlantis Interceptors and Live Like a Cop, Die Like a Man are enjoyable action movies. But this is really bad. The Barbarians is so idiotic movie. Peter and David Paul as the Barbarian Brothers Kutchek and Gore are very funny, because of their lack of charisma and acting skills. But if they can't act, they yell and scream every time they do something important. In one scene people try to hang the Barbarian Brothers, and they escape very extraordinary way.<br /><br />Bad acting, bad special effects, very stupid story, bad direction, actually everything is bad in this movie. I can't describe how much I laughed when I watched this first time. The Barbarians & the Company is camp classic everybody should see once. If you thought Plan 9 From Outer Space is fun camp, this will be a real killer.",pos
"i guess its possible that I've seen worse movies, but this one is a real stinker! the plot is unremarkable but thats not the worst of it. the directing is no where close to what you would expect from andy ching. he's capable of good work but failed to pull this movie together.<br /><br />angie harmon, playing the female lead as a reporter dogging into who's behind the assassination of the president, truly butchered the role. there was no chemistry with gooding, her demeanor was flat and wooden, and the 5 inch spike heels she wore throughout the movie were absurd. this outing for harmon places her solidly at the bottom of the ""b"" list.<br /><br />and what was cuba gooding thinking??? he has to his credit a number of outstanding performances, but this was far beneath what we've come to expect from him.<br /><br />poor james woods and burt reynolds. poor poor poor poor poor.",neg
