review,sentiment
"THE SECRET OF KELLS is an astonishing first animated feature which will dazzle your eye and move your heart. The shortcomings of the film's limited budget and sometimes limited animation are more than compensated for by the visual poetry of the story of young Brendan's heroic quest to become a master illuminator during the dark ages. Historically this was in the late 8th century, when the centers of Irish learning were over-run by the Vikings. The Vikings appear here as brute antagonists, the equivalent on the North Seas of the plundering Huns and Mongols further East. The film's narrative--- which functions more as a parable--- centers around the conflict between Brendan, who seeks to create beauty in his illuminations during a time of encroaching darkness, and his stern Uncle the Abbot-- who seeks to protect the town of Kells and his nephew with a looming wall as barrier against the Norsemen. The Abbot disregards the value of Brendan's art in his quest for security. This is the movie's outer conflict. Brendan's inner conflict is to find the hidden eye of creative illumination which will allow him to complete the most difficult painting in the Book of Kells. This eye is guarded by a Dragon Ouroboros, who destroys from within those not suited to this quest as surely as the Vikings will kill from without (That's as much of the story as I'll divulge!)<br /><br />What I really like about this film is its creators' imaginative understanding of some of the greatest art work to survive in the West from 1200 years ago. The characters are stylized in flat abstract shapes defined by line just as in the original Book of Kells. (Particularly noteworthy is monk Aidan's pet cat, defined in few lines, yet purely--- and even magically metamorphically feline.) The range of emotion which Brendan and the other animated characters convey given their economy of abstract design is a tribute to the excellent artistry of the director and his animators. The decorative borders on the edge of the picture change to complement the dramatic impact of a given scene, and this characteristic of illuminations from the dark ages is brought to wondrous animated life in THE SECRET OF KELLS. Of course, historical dramas usually tell us more about our own times than the times which these dramas endeavor to depict. However, by introducing archetypal elements into this story, the writers and director of THE SECRET OF KELLS convey a numinous sense of lived-life from that far-off time in Ireland which feels psychologically true, however much the script might stray from pedantic historical fact. (The United Nations' band of illuminators who appear as a rogues' club of artists in The SECRET OF KELLS aren't historically probable, but they're all well-designed, individuated characters who do much to convey the universal appeal of this quintessentially Irish story.) Animation has always seemed the best vehicle to me to better help us understand the visual art of different times and cultures. The magnificent art direction of this movie clearly derives from its historical visual source, but has also been cleverly adapted to the demands of animated storytelling; if animation had existed in the Dark Ages, the SECRET OF KELLS is what it would look like! Finally, Brendan's hero's quest in this film is the artist's perennial quest to convey the spirit of beauty, life and inspiration. (Without being preachy or even particularly Christian, this movie affirms Jesus' dictum that ""Man does not live by bread alone."" ) In my estimation the most inspired movie about the creative process of visual artists is Andrei Tarkovsky's ANDREI RUBLEV, a film about the great Russian icon painter of the 15th century. The SECRET OF KELLS expresses much the same sense of mystery and exhilaration about the artist's visual quest and creative process. It's certainly not as profound as ANDREI RUBLEV, but--- heck--- its a cartoon! (And one which will appeal to young and old alike.) I think this movie will hold up well to repeated viewing: in its own modest life-affirming way, this stylized SECRET OF KELLS is a classic.",pos
"This was one of the worst films I have ever seen.<br /><br />I usually praise any film for some aspect of its production, but the intensely irritating behaviour of more than half the characters made it hard for me to appreciate any part of this film.<br /><br />Most common was the inference that the bloke who designed the building was at fault an avalanche collapsing it. Er ok.<br /><br />Also, trying to out ski an avalanche slalom style is not gonna work. Running 10 feet into some trees is not gonna work. Alas it does here. As mentioned before the innate dumbness and sheer stupidity of some characters is ridiculous. In an enclosed space, with limited oxygen a four year old could tell you starting a fire is not a good idea.<br /><br />Anyway, about 5 minutes of the movie redeems itself and acquires some appreciation. However, if you have a modicum of intelligence you too will find most of this film hard to tolerate.<br /><br />It pains me that so many quality stories go unproduced and yet someone will pay for things like this to be made.<br /><br />Oh, did I mention the last five minutes? Well to give you a hook you have to keep watching in order to see the latest in combative avalanche techniques. Absolutely priceless.",neg
"Do you like really inventive comedy or do you love ""the wedding crashers"", if the answer is the latter stop reading now. I can't believe this movie is not higher rated. Basically Meadows plays a character not unlike Austin Powers.There are so many inventive moments in this gagorama. From crudity - Leon playing with himself on the porch, the ex boyfriend tricked into eating . . Oh well. To inspired lunacy- clown sex , the Broadway routine, the voice over. Meadows is great as the childish, but very sweet natured Leon. Some great lines ""don't blame the wang"" ""freaky deaky sex world"" too many. . . Why this movie wasn't huge is a mystery. Great comedy.",pos
"The original ""les visiteurs"" was original, hilarious, interesting, balanced and near perfect. LV2 must be a candidate for ""Worst first sequel to a really good film"". In LV2 everyone keeps shouting, when a gag doesn't work first it's repeated another 5 times with some vague hope that it will eventually become funny. LV2 is a horrible parody of LV1, except of course that a parody should be inventive. If you loved LV1 just don't see this film, just see LV1 again!!",neg
"***LIGHT SPOILER ALERT*** The story sounds good and if you've read the novel, then you're probably expecting a deep and intense movie that could offer some insight for some interesting and insufficiently explored human relationships.<br /><br />True enough, the script tries to do that, the director tries to do that, but the main cast fails miserably. Maria's acting is so dry that lacks any feeling whatsoever, her most intense moments seem almost comical. Sometimes she seems to be nervous due to the camera. Her only really feeling scene is near the end where she gets dumped by her girlfriend.<br /><br />Ioana seems even more tense than Maria and even worse, she doesn't seem natural at all. Maria had the attitude, even if it was artificially pushed towards being obvious, but she had it and her character received some credibility. And to make matters worse, we don't have an insight on her: where does she come from, how come she got involved in the lesbian relationship, how did the relationship evolve? We only get some bits from her parents and their relationship just seems to 'be' there: it has a content and and end, but no beginning. Just like her partner Maria, she has only once scene that is truly touching, the scene where she dumps Maria's character Kiki.<br /><br />Tudor is the only person in this movie (aside from the landlady, great acting there) who manages to prove some acting talent. He has his character's attitude and it fits him. Only once or twice he seems to falter (the scene at his parents' meal, he tries to be obvious when it wasn't necessary at all).<br /><br />I love the story, Tudor Chirila is OK there, the landlady actually acts and Puya delivers his couple of lines with style, but this doesn't save the movie. Too bad, the entire setting had huge potential and the Romanian cinematography could've used a movie on this theme.<br /><br />Oddly enough, the incestuous relationship between brother and sister seems to have more credibility than the no-background no-feeling (well, Maria's spoken interludes are a nice try in this direction) lesbian relationship of Maria and Ioana. I'm quite sorry for spending money on a ticket, I'd rather had watched it from the comfort of my room.",neg
"I read the book a long time back and don't specifically remember the plot but do remember that I enjoyed it. Since I'm home sick on the couch it seemed like a good idea and Hey !! It is a Lifetime movie.<br /><br />The movie is populated with grade B actors and actresses.<br /><br />The female cast is right out of Desperate Housewives. I've never seen the show but there are lots of commercials for the show and I get the gist. Is there nothing original anymore? Sure, but not on Lifetime.<br /><br />The male cast are all fairly effeminate looking and acting but the girls need to have husbands I suppose.<br /><br />In one scene a female is struggling with a male, for her life, and what does she do??? Kicks him in the testicles. What else? Women love that but let me tell you girls something... It's not as easy as it's always made to look.<br /><br />It wasn't all bad. I did get the chills a time or two so I have to credit someone with that.",neg
"Antonioni, by making this film, had assumed the role of Papa Smurf to all the little long-haired, American, radical student-Smurfs. He had taken them under the guiding protection of his European communist wings, showing appreciation and support for their confused American ways. (These Smurfs are red and wear blue, not the other way around.) The radical Smurfs were happy to get the guidance of a wise old man with gray hair who regularly preys to the God of all long-haired Smurfs, Lenin the Communist - another wise old man whose beard made the Smurfs take him even more seriously, for it symbolized something wise, though they did not quite know why they regarded the beard to have this kind of deep effect on them. Castro, another wise bearded man, has often profited from this confusion and exuded magical powers with his beard over his naive overseas admirers. (Not to mention Che Guevara: that beard has a certain je-ne-sais-pas-quoi about it, makes one want to immediately embrace Marx and his lovely, pacifistic teachings) The film starts with a muddled meeting of radically stupid radical students, who engage in dialogues that truly redefine the word ""confused"". As confused as a blind-folded dog falling of a high-story building into a bottomless pit. Suddenly, the movie's ""hero"" (well, Antonioni's hero) rises up and says something to his pathetic left-wing peers and then leaves, hoping that this display of ""mega-coolness"" will improve his James Dean image and vastly increase his chances of getting laid with the best ""chicks"" in the next mass hippie orgy. Eventually he gets into trouble with cops (i.e. pigs) at a rally, and spends the movie under the blue American capitalist skies, looking for freedom Or something like that.<br /><br />Antonioni's predictable assault on capitalism is not only intellectually hollow, but has (or had) nothing new to offer; it's just the same old trigger-happy one-dimensional cops, businessmen discussing business deals (and what's wrong with that, isn't that how Antonioni's movies get made?), and endless shots of TV commercials and billboards advertising the oh-so morally decadent products for the abhorrent, selfish, and greedy right-wing rabble-population who thinks of no one but themselves, their families, their work, and their children.<br /><br />Papa Smurf Antonioni, just like his long-haired Smurfs and Smurfettes of the late 60s, failed to notice the most obvious and vital aspect about their silly movement: they were allowed to have their laughable meetings and express their anti-establishment opinions freely within that very establishment, whereas the students in those countries whose left-wing systems they admired, did not (and still do not). By far the greatest irony about the hippies - and Antonioni, naturally, failed to realize this as well (his judgment being clouded by cocaine-snorting and an excessive intake of LSD) - is that hippies were (are) the garbage-residue of capitalism. This is an incredible irony. Only in a successfully-functioning capitalist system can you find that species called ""hippie""; a spoiled, ungrateful, and selfish bunch of middle and upper-middle class losers.<br /><br />The film itself seems to go on forever. Antonioni takes his sweet time with getting on with it, while including overlong scenes of pointlessness, with a high dullness factor. His attempts at symbolism are annoying and trite. His statements are highly dubious, at best. This film is Antonioni's way of saying that violent revolution is the solution. And this is what we get from an old, saturated, filthy-rich, fat film-maker who lives in villas and dines in the best French and Italian restaurants.<br /><br />I don't remember seeing any major Western movie about the Tiananmen massacre of thousands of students in China. But when one Western student gets shot for waving Che Guevara's face into all our faces, we get ten major films about it at once. I suppose this means that a Chinese life is worth a thousand times less than a Western one  at least to the left-wing hypocrites who infest movies.<br /><br />If you're a Marxist neo-hippy and disliked this awful review, please klick ""NO"" below.",neg
"After going for a bike ride that day, lying beside a lake in a nature reserve, spending half an hour feeding and talking to a donkey who lived in a beautiful field with a small wood in it, this film made absolute sense to me.<br /><br />The imagery of the film was beautiful and that is all you need. Switch off the conscious control knob of the mind and job done.<br /><br />Reminded me of Baraka (1992) but with the added lesson of my previous paragraph.<br /><br />This comment requires a minimum of ten lines, ten lines is the minimum not 9 lines but ten. After finishing counting all the lines you realise that there are less than ten even though less than ten lines is all that is needed to make my comment.",pos
"A very unique Sci-Fi animated film, and frankly I love uniqueness no matter which way it tends to be, better or worse. This French film is quite interesting to watch, the technique part is innovatory, like ""Waking Life"" I recently watched.<br /><br />It took me quite a long time to get used to the Black-White style, but eventually I love it, the sketchlike images are really fancy! The contracted future world is a symbol of human race's final destination which I adore it very much.<br /><br />The whole plot is fine for a Sci-Fi, not so intriguing but it's OK, like some Hollywood's products, a giant conspiracy about human's eternity, a little bit cliché and the twisted ending is not so convincing, some development is just too plain and insipid, and the whole movie is too long.<br /><br />So I think I'm just in love with the style this film shows, others are not so good.<br /><br />About the eternity of life, I think most people have come to a unanimousness that we don't want eternity because it demolishes the meaning of life, we treasure our lives because they are limited and meaningful, if everyone can live forever, thus the world world will become a disaster and chaos. Leaving someone you love is hard and heartbreaking, but that's also a way to show our lives are genuine and all the emotion fulfills one's life and make the world colorful and lively.",pos
"A powerful adaptation of the best-selling book and the smash Broadway play about the lives of Bessie and Sadie Delany, two ""colored"" sisters who lived past the age of 100. Wonderfully played in their old age by Ruby Dee and Diahann Carroll, respectively, they tell their story in flashbacks to Amy Hill Hearth (played by Amy Madigan), a white New York Times reporter. The flashback and present-day scenes don't have as much inspirational value in them as in the book, but really are powerful. However, certain aspects of the sisters' lives, such as the inter-racial background of their mother and the reasons behind their father's stern personality are not presented clearly. You need to read the book to fully understand these things. Which is just as well, because the book's just as great! Aside from those flaws, it's wonderfully done and performed, especially by Dee and Carroll, and a very powerful and educational movie.",pos
"Although I've long been a fan of Peter Weir, I hadn't watched any of his Australian movies until I watched The Last Wave. And it was a pleasant, unpredictable surprise.<br /><br />Richard Chamberlain plays David, a lawyer invited to defend five aborigines charged with murdering another Aborigine. For David's peers it's a clear case of drunken disorder and they think they should plead guilty and serve a quick sentence. But David believes there's a mystery underneath the murder, linked to tribal rituals. As his investigation proceeds he learns not only things about his clients but about himself too.<br /><br />To reveal more would be to spoil one of the strangest movies I've ever seen. I can only say that this movie goes in directions that no one will be expecting.<br /><br />There are many elements that make this a fascinating movie: Chamberlain's acting, for instance; but also the performances by David Gulpilil, who plays a young aborigine who introduces David into tribal mysteries; and Nandjiwarra Amagula, who plays an old aborigine who's a spiritual guide. The relationships between these three characters make the heart of the movie.<br /><br />But there's also the way Weir suggests the supernatural in the movie. David has dreams that warn him of the future. Australia is undergoing awful weather, with storms, hail falling and even a mysterious black rain that may be nothing more than pollution. But it's also related to the case David is defending. How it's related is one of the great revelations of the movie. Out of little events Weir manages to create an atmosphere of dread and oppression, suggesting future horrors without really showing anything.<br /><br />Charles Wain's score is fantastic, especially the use of the didgeridoo. The photography is also quite good. Russell Boyd, Weir's longtime DP who won an Oscar in 2004 for Master and Commander, depicts a dark, creepy world full of mystery.<br /><br />I also find it remarkable that for a movie centered on aborigines, it doesn't turn into an indictment against white culture or into a sappy celebration of the their traditions, like Dances With Wolves or The Last Samurai. This movie is too clever to be that simplistic.<br /><br />Sometimes it can be frustrating, and it may upset viewers who expect to finish a movie with everything making sense; but for those who don't mind some strangeness or ambiguity, The Last Wave is a great movie to watch.",pos
"The five or so really good westerns that Mann made are unequaled as an ensemble in Hollywood. Even John Ford never made that many with so much quality. The curious thing about them all is how uneven they are. Ford's My Darling Clementine is worth about two and a half of any of them. Or at least two. <br /><br />The real hero of them besides Mann and Stewart is Chase. Chase being responsible for the brilliant Red River. Chase wrote far country, bend of the river, and probably some others. But none of them are as finished as My Darling Clementine, but then very few films, western or otherwise are. <br /><br />Each of the five films of Mann have huge gaps, or is it six, lets see. Bend, Far, Man of the West, Furies, Winchester 73, and yep, six, Naked Spur. Each have magnificent scene after magnificent scene, with fairly glaring lapses. Yet so does Red River, which is still the single greatest western ever made. So perfection isn't everything. <br /><br />But The Far Country has huge, huge holes. It's mawkish, and really comes alive only when Stewart and Mc Entire are locking horns. The rest is pretty pedestrian, with the usual exception of Mann's camera. Mann's camera is a one man course in cinematography. It is about as good an eye as anybody who ever got behind a strip of moving film. It is almost never in the wrong place, never. <br /><br />The Far Country has one amazing moment. And as usual it comes from Stewart. Nobody in the history of cinema ever received physical punishment with the authority of that man. He is absolutely amazing: look at him in Bend, Far, Winchester, and Man from Laramie: in Bend has been beaten up and is hanging by a thread so believably and with such boiling hatred he looks like somebody displaced from Dachau, in Far he is shot off a raft with such violence, it looks so convincing that you wince, and of course when he is dragged through the fire in Man, well you find yourself looking for the burn marks. What an actor. Not to mention the moment in Winchester when he is beaten up early in the hotel room, also as well as anybody ever did it. <br /><br />But that was Mann's territory: look at Gary Cooper fighting with Jack Lord in Man of the West. As painful as any fight scene ever recorded. Cooper while not being quite as convincing as Stewart, nevertheless is somehow his equal in looking exhausted at the end of the fight. In short, nobody but nobody but nobody ever showed the human being in extremis as well as Mann. <br /><br />What a great, great director. <br /><br />See every western he ever made. They are his real monuments, even if all are scetchy. But so what. When he gets roaring with his great scenes they are as good as anybody, including Ford. And his six westerns as an ensemble are the best ever done by anyone, period.<br /><br />Thanks, Anthony.",pos
"It was pointed out in a now deleted post from another IMDb user that anyone who might see ""The Medusa Touch"" should be warned about a scene that's eerily reminiscent of the Sept. 11, 2001 terrorist attacks in NYC. But I hope anyone reading this will consider this warning. Despite an interesting pedigree (producer Elliott Kastner produced ""Harper"" and ""The Long Goodbye""; co-producer Arnon Milchan co-produced the Oscar-nominated ""L.A. Confidential"" and screenwriter John Briley won an Oscar for ""Gandhi"") and an international cast, I found ""The Medusa Touch"" to be a heavy-handed, unintentional laugh riot. It was a poorly directed, horribly written and acted mess. It tried to capitalize on the 70s telekinetic thrillers genre. The movie fails on many counts. Please consider ""Carrie"" and the underrated ""The Fury"" (both directed by Brian DePalma). They were two entertaining and exciting thrillers that dealt with the same subject matter.",pos
"I may not be a critic, but here is what I think of this movie. Well just watched the movie on cinemax and first of all I just have to say how much I hate the storyline I mean come on what does a snowman scare besides little kids, secondly it is pretty gory but I bet since the movie is so low budget they probably used ketchup so MY CRITICAL VOTE IS BOMB!!! nice try and the sequel will suck twice as much.",neg
"I hate this movie! It was NOTHING like the book, and just thinking about it makes me mad. If you watch the movie before reading the book, then yeah, it's a good movie. But King's book was AMAZING and this movie was nothing like it. I mean, the general meaning might be sort of similar but most aspects of the movie are completely different. The ending for example! So in the book it is extremely intense and Danny and Wendy escape seconds before the hotel explodes. but in this horrible movie version jack like takes them through a stupid maze... yeah, there is no maze in the book and there is no reason for it. Another part that made me angry was that jack just kills Mr. Halloran! what the heck, he is basically the hero of the book and they just kill him off like he wasn't important. Overall, it was just bad that the movie was so extremely off.",neg
"Come on Tina Fey you can do better then this. As soon as the movie started i knew how it would end. Sure it was funny at times. Even laugh out loud funny. But there isn't enough laughs to save this movie. I don't recommend buying this. At the most i recommend renting it but thats all. Baby Mama has some funny scenes but is predictable and fails to have the heartwarming ending it strives for.<br /><br />Tina Fey and Amy Poalher made a good team. Mean Girls is one of my favorite movies. Tina Fey and Amy Poalher both did great in that and they do good in this. But this isn't there best. Baby Mama had a great supporting cast. Dane Cook, Sigourney Weaver and Steve Martin add to the casts greatness.<br /><br />Another pregnancy movie has hit the cinema world. After the great Knocked Up and Juno, Baby Mama looks very average when compared. Knocked Up and Juno are Hilarious, Heartwarming and have endings that leave you with a smile on your face. Baby Mama's ending was unfunny and dull.<br /><br />Baby Mama wasn't the best comedy of the year and it doesn't try to be. I recommend it but don't expect it to be totally hilarious. Expect a average comedy that doesn't give the big emotional ending it tries to have. I give Baby Mama.....<br /><br />4/10",pos
"I saw the MST3K version of ""Deathstalker III"" and loved the movie so much -- even ""unmystied"" -- that I decided to watch the entire series of ""Deathstalker"" films. I bought I and II and settled down for a laugh.<br /><br />Nothing about ""Deathstalker I"" was funny on any level and when the credits rolled I was embarrassed and regretful that I had bought it! Too much ugliness and nudity. I guess either ""DS 3"" was a much cleaner production or MST3K really edited a lot because I expected something similar, i.e. stupid and carefree and simple. I was wrong. Even at $6.99 it seemed a waste of money. I didn't even open ""DS 2"" as I will return it tomorrow. Now I'll probably just throw away this DVD as I can't return it and no one wants it -- including myself! So really, don't bother with this one. Even the nudity (lots of it, btw) is uninspiring and icky.",neg
"I saw this on TV so long ago that I can't remember when it was, but it still stands out as one of the scariest, most unnerving films I've ever seen. There is a simultaneously subtle but intense dread induced by the woman in black lurking at the edge of the frame, not quite clearly visible, so that you feel (like the solicitor hero), unsure whether its just imagination or not. It is also one of the few films which has really made me fearful to keep watching. ""Production values"" be hanged, good films are about a director's ability to create atmosphere using film, actors, locations/sets, music, attention to detail, and ...imagination. A real gem.",pos
"I am a Jane Eyre lover and a purist, and this version includes almost all of the important details of the book, and the characters are portrayed as I imagined them. Jane Eyre is a complex story of great richness and can't be delivered properly in a feature-length format, so it needs a TV mini-series. Timothy Dalton's Rochester is probably the best ever. There has been a lot of discussion about how attractive he is and his age. In the book, Jane (the narrator) describes him as ""about 35"" and not young, but not yet middle aged. I think Timothy Dalton was about 38 when he made this, so that is about right. Also, we only have Jane's opinion of whether Rochester is handsome. She only just met him and he asks her bluntly what she thinks. As an inexperienced and humble girl, I can't imagine her saying she did think him handsome. The actor playing Rochester needs to show us the character of the man, and this is fulfilled to perfection. I love the relationship between the two leads, which is the crucial thing about this story, and the humour of their encounters. Other versions have blown it, but this gets it right. The 2006 version with Toby Stephens (aged 37 years) is in progress on BBC1 and is very good indeed, so I will decide whether that is my favourite when it is completed.<br /><br />On viewing this series again, after watching the 2006 version, I have decided that this version with Timothy Dalton and Zelah Clark is the best! Charlotte Bronte's dialogue is preserved and this is essential to the power of the story. Modernisation just doesn't work - it's a Victorian story and having archaic poetic speech suits the characters. This version has an excellent cast - Zelah Clark is tiny and the difference in height between her and Rochester is important; Timothy Dalton has real presence and is an amazing actor. There are no extra scenes to divert from the plot and the screenplay includes all the essential scenes, but leaves out unnecessary details, making it to the point and gripping. I recommend it to all true Jane Eyre fans.",pos
"I am a big fan of cinema verite and saw this movie because I heard how interesting it was. I can honestly say it was very interesting indeed. The two lead actors are awesome, the film isn't ever boring, and the concept behind it (though obviously inspired by the Columbine killings and the home movies of the killers) is really interesting. There are some weaknesses, such as the final 20 minutes which really detracts from the realism seen in the first hour or so and the ending really doesn't make any sense at all. The shaky camera sometimes can be a distraction, but in cinema verite that is a given. But I still think the movie is very well done and the director Ben Coccio deserves some credit.",neg
"Rated E(Contains Violence).<br /><br />I had the original spiderman game for the PC for a couple of years now.I still have not beaten it because on Windows XP there is a glitch on one level which I cant beat because of it.So be warned if you have XP.But for those who don't have XP give this game a try.Its a fun clean family game with action and its great for any spiderman fan.In the game you play spiderman and you take on various criminals who commit crimes.Spiderman is a fun little game and I recommend it to any spiderman fan or a parent wanting a fun,clean game for their kids.<br /><br />8/10",pos
"I really like this movie because in Australia, Chinese movies like these never get shown during prime time. I must say this is one of the best serious movies ever, which outlines the difference between the Hong Kong people, and mainland Chinese. It really shows that there's discomfort between the two, but can only get better as HK are learning Mandarin. It also showed me how in mainland China the indie rock scene exists, and that Chinese people do know how to strum the guitar and get the house funking! Whoever said China isn't ready for rock music? Daniel Wu is absolutely superb, with his clean and crisp voice, honest acting, and a total chick magnet. I recommend this movie to those who don't know much about Asian people to cleanse themselves from the typical Western stereotypes, and people who just love Chinese/Asian cinema like myself. Check it out!",pos
"So I'm at home, flipping channels one night, and I come across this man wearing heels and makeup, standing in front of a colored background on HBO. Naturally, I did a double-take and decided I'd watch for a little while. I didn't change the channel until he was finished, it was so incredibly hilarious. The next time it was on, I made sure to tape it so I could watch it over and over again, and it has remained one of my favorite things to watch. During the first couple of minutes, you can tell that the audience isn't quite sure what to think, but he quickly wins them over with his incredible humor and wit. While many stand-up comedians mesh together in my brain, Eddie Izzard stands out as one of the best. His style is incredibly refreshing, and it is nice to hear jokes about things like history and puberty when most comedians stick to current events. His show stayed with me afterwards. I went to Italy over the summer, and all I could think about while I was there was how ""Italians are always on scooters going 'CIAO...'"" 10 out of 10. See it. You won't regret it.",pos
"This film is more about how children make sense of the world around them, and how they (and we) use myth to make sense of it all. I think it's been misperceived, everyone going in expecting a stalkfest won't enjoy it but if you want a deeper story, it's here.......",pos
"I should have trusted my instincts better: No expectations - no disappointments. Instead, however, I expected to experience a similar masterpiece like Koyaanisqatsi (1983) and was brutally disappointed. Powaqqatsi is in my humble opinion nothing but a cheap attempt to cash in on the cult success of its predecessor, and - artistically - it fails miserably. It appears some producer gathered up leftover material from Koyaanisqatsi, hurriedly threw it together, placed everything in slow motion and got some pop entertainer under the pseudonym of Philip Glass to hurriedly throw together some banal background music, which is incessantly repeated. Where Koyaanisqatsi entertains the viewer with clever fast and slow motion changes, Powaqqatsi is one long sequence of mundane images in slow-motion (if you view them on your VCR in fast preview mode, you'll see what I mean). What disappointed me the most, however, was Philip Glass's soundtrack. I couldn't - and still can't - believe that these commercial-sounding New Age type drones, which could easily have been composed in one afternoon by any 14-year-old on a Casio calculator, were from the same composer who so brilliantly composed the emotional and perfectly-synchronized music for Koyaanisqatsi. All in all, a big waste of time! My advice: Forget commercialism! Watch Koyaanisqatsi again instead!",neg
"Maléfique is a very interesting movie. It is an unholy alloy of triumphs and failures. The central concept is great, three inmates with bizarre personalities are joined by a fourth (who the audience identify with) and they try to escape from their cell using a book of magic that they find within the walls of the cell.<br /><br />The atmosphere is well-woven, it reminds me of reading about the prison stay of Edmond Dantes' in the Château d'If (prior to becoming the Count of Monte Cristo). The director sets up the feeling that the characters are tied to the cell, particularly the character we are meant to identify with (Carrère - a white-collar criminal whose crime is not specified, but it's obliquely suggested might be fraud). On one occasion Carrère dithers when leaving the cell for exercise and has the cell door shut on him; we never leave the cell, the claustrophobia is unbroken. There are also no shots of the prison outside the cell, and the view through the bars is a longing sunset over a generic prison wall. So even though the film appears to be very modern, it has a very old world feel of incarceration.<br /><br />The characters are intriguing. We have Marcus, a violent pre-op transsexual who plays an abusive mother to Pâquerette (French for Daisy) a heavily retarded young man. Pâquerette likes to eat everything he finds beautiful, and unfortunately this included his baby sister, hence his current predicament (I like this comment on internalisation, very primitive). Lasalle is a withdrawn, possessed elderly man, in for brutally murdering his wife.<br /><br />The central message of the movie is that your desires will annihilate you, and there's a ritual that goes with that. I think that's what disturbs me the most, seeing people destroying themselves ritualistically. It has a real life ring to it. The quite simple soundtrack backs this up well, every step deeper into the quicksand is accompanied by the dull ringing of a gong. I'm actually hearing the gong now every time I do something self-destructive.<br /><br />I think one of the plot problems is that the ends of the characters don't really reinforce the message consistently, particularly with Carrère, also the concept of the book seems to alter throughout the film, not in terms of a successive revelation either. I also think that some of the images we see are a bit amateurish, more by design than execution, such as the famous ""vagina eye"", and the sodomy of Lasalle, for me, totally hollow images.<br /><br />At the end the movie it feels like the director is in a rush to get it over with, and some things don't seem logical, for example we've been clumsily led to believe different things about Carrère's child. This doesn't change the fact though that what we have here is that rare bird, a ""pure"" horror movie. There is no comedic dross or genre segueing, like Cube (1997/Natali), the obvious movie to compare it to, it's a total immersion experience, where you feel as if you are in the cell with the characters. This last comment I make about it being a ""pure"" experience I think is something others have mentioned as well so that is a fairly unanimous point.<br /><br />On a personal note my favourite part of the film is when Lasalle talks about his past as a librarian. He very vividly describes a scene where he goes to work one day and sits down in his usual place in the centre of a room where all the books are arranged in a circle around him. The books seem to be chanting to him that he will never contain their knowledge. This prompts Lasalle to go insane. That really is the problem with an obsession with understanding and knowledge. It's something I myself have felt.<br /><br />One final comment is that two of the quite well-received comments on the board have confused the characters' names. To convince yourself that Lasalle is the older librarian character, simply click on Philippe Laudenbach's page and you will see he was born in 1936.",pos
"There's a lot of good that can be said for this cartoon; the backgrounds are rich, lushly colored and full of nicely done art deco details. The animation is up to the usual studio standards of the time, which are unquestionably higher than those of the present day. However, I find it tedious for a number of reasons.<br /><br />The Music: It's definitely not up to Scott Bradley's usual standards. Although it's probably supposed to be evocative of a ""Great Gatsby"" setting, it ends up being dreary, sleepy, repetitious AND monotonous (repetitious and monotonous are not the same, as Beethoven's 5th Symphony attests). Since most people (including me) tend to close their eyes when they yawn, there's a lot of the visual part of the cartoon that will be missed by the average viewer.<br /><br />The Storyline: I'm not giving away any secrets that aren't already in the plot summary - country good, city bad. This is a common theme in films, both animated and live, from this era. It's a misplaced nostalgia for a nonexistent rural idyll, which, in the present day, is reflected in a similar nostalgia for ""values"" that never were.",pos
"SPOILER: The young lover, Jed, is kicked out by the spinster, Kate (Andie McDowell), because she wrongly believes that Jed is having an affair with one of her two catty girlfriends. Kate thought she caught them en flagrante delicto. Kate throws Jed's shoes out the door. Jed reluctantly leaves, and then sits in the middle of the road to put his shoes on. Then he gets run over (""Crushed"", one of the meaning of the title) by a truck. And dies.<br /><br />""And then he gets run over by a truck."" Can you imagine a screenwriter actually submitting a script with this plot element? Up to then, its a comedy that intends to be frothy, but lacks any real fizz. Everybody but Jed is just annoying. And then they kill Jed, and everybody's sad, until the end where the gals learn to love one another and be supportive, instead of destructive. I give it 2 ugh's.",neg
"I was pretty young when this came out in the US, but I recorded it from TV and watched it over and over again until I had the whole thing memorized. To this day I still catch myself quoting it. The show itself was hilarious and had many famous characters, from Frank Sinatra, to Sylvester Stallone, to Mr. T. The voices were great, and sounded just like the characters they were portraying. The puppets were also well done, although a little creepy. I was surprised to find out just recently that it was written by Rob Grant and Doug Naylor of Red Dwarf, a show that I also enjoy very much. Like another person had written in a comment earlier, I too was robbed of this great show by a ""friend"" who borrowed it and never returned it. I sure wish there was enough demand for this show to warrant a DVD release, but I don't think enough people have heard of it. Oh well, maybe I'll try e-bay...",pos
"Yes it may be goofy and may not seem as funny as many high budget comedies out there, but this movie is truly hilarious if you really watch it. Tim Meadows has always struck me as being funny off of the Saturday Night Live show. Whenever he would do this character on the show I would crack up laughing. So after I saw this was going to be playing on Comedy Central one night I decided to check it out. All in all I was farily impressed with this movie, because it wasn't meant to win any Oscars or become comedy of the year, but it did entertain the Saturday Night Live fans that love the Ladies Man character. This movie is also packed with some highly quotable lines that can be recited for years to come.",pos
